row_id,raw_lp_id,case_group,brief_uid,brief_role,chunk_id,lp_text,evidence_para_ids_joined,evidence_text,decision,edit_lp_text,merge_group_id,split_children,notes
b649147c2679,rawlp_b649147c26791c1f,23-1122,23-1122-respondents,respondent,23-1122-respondents_C002,"To obtain a preliminary injunction, a plaintiff must establish likelihood of success on the merits, irreparable harm, and that an injunction is in the public interest.",p9,"[p9] IV. Finally, a preliminary injunction is an “extraordinary remedy” that is never awarded as of right. Winter v. NRDC, Inc., 555 U.S. 7, 24 (2008). Instead, a plaintiff “must establish” not only “that he is likely to succeed on the merits,” but also “that he is likely to suffer irreparable harm in the absence of preliminary relief” and “that an injunction is in the public interest.” Id. at 20. Here, even if Petitioners satisfied their burden with respect to the merits, they flunked the other requirements. They did not identify a single adult who has been chilled from visiting their websites, and they cannot show that any (nonexistent) injury outweighs harm to children. Enforcement of H.B. 1181 has been permitted for more than a year and the sky has not fallen. The Court should retain that status quo while litigation continues.",accept,,,,
73af1fe94a12,rawlp_73af1fe94a127079,23-1122,23-1122-respondents,respondent,23-1122-respondents_C002,Petitioners failed to show that they are likely to suffer irreparable harm in the absence of preliminary relief.,p9,"[p9] IV. Finally, a preliminary injunction is an “extraordinary remedy” that is never awarded as of right. Winter v. NRDC, Inc., 555 U.S. 7, 24 (2008). Instead, a plaintiff “must establish” not only “that he is likely to succeed on the merits,” but also “that he is likely to suffer irreparable harm in the absence of preliminary relief” and “that an injunction is in the public interest.” Id. at 20. Here, even if Petitioners satisfied their burden with respect to the merits, they flunked the other requirements. They did not identify a single adult who has been chilled from visiting their websites, and they cannot show that any (nonexistent) injury outweighs harm to children. Enforcement of H.B. 1181 has been permitted for more than a year and the sky has not fallen. The Court should retain that status quo while litigation continues.",accept,,,,
244f7a1d2eed,rawlp_244f7a1d2eed06be,23-1122,23-1122-respondents,respondent,23-1122-respondents_C002,Petitioners failed to show that any potential injury outweighs harm to children.,p9,"[p9] IV. Finally, a preliminary injunction is an “extraordinary remedy” that is never awarded as of right. Winter v. NRDC, Inc., 555 U.S. 7, 24 (2008). Instead, a plaintiff “must establish” not only “that he is likely to succeed on the merits,” but also “that he is likely to suffer irreparable harm in the absence of preliminary relief” and “that an injunction is in the public interest.” Id. at 20. Here, even if Petitioners satisfied their burden with respect to the merits, they flunked the other requirements. They did not identify a single adult who has been chilled from visiting their websites, and they cannot show that any (nonexistent) injury outweighs harm to children. Enforcement of H.B. 1181 has been permitted for more than a year and the sky has not fallen. The Court should retain that status quo while litigation continues.",accept,,,,
d74c3fc3cc4b,rawlp_d74c3fc3cc4be086,23-1122,23-1122-respondents,respondent,23-1122-respondents_C002,Enforcement of H.B. 1181 has been permitted for more than a year without significant harm.,p9,"[p9] IV. Finally, a preliminary injunction is an “extraordinary remedy” that is never awarded as of right. Winter v. NRDC, Inc., 555 U.S. 7, 24 (2008). Instead, a plaintiff “must establish” not only “that he is likely to succeed on the merits,” but also “that he is likely to suffer irreparable harm in the absence of preliminary relief” and “that an injunction is in the public interest.” Id. at 20. Here, even if Petitioners satisfied their burden with respect to the merits, they flunked the other requirements. They did not identify a single adult who has been chilled from visiting their websites, and they cannot show that any (nonexistent) injury outweighs harm to children. Enforcement of H.B. 1181 has been permitted for more than a year and the sky has not fallen. The Court should retain that status quo while litigation continues.",accept,,,,
4462e0e440d6,rawlp_4462e0e440d6a7c4,24-154,24-154-petitioners,petitioner,24-154-petitioners_C001,Wisconsin's exclusion of Catholic Charities from the Section 108.02(15)(h) religious exemption violates the principle of church autonomy.,p2,"[p2] First, it violates the principle of church autonomy by penalizing Catholic Charities because of its structure, including the fact that it is separately incorporated from the Diocese of Superior. It would violate Catholic social teaching to force Catholic Charities to be “absorbed and substituted” by “social entities of a higher level.” Compendium of the Social Doctrine of the Church ¶ 186. Wisconsin’s decision to deny Catholic Charities the Section 108.02(15)(h) exemption unless it merges with the Diocese thus penalizes it for following specific Catholic teachings about church governance. In a host of church autonomy decisions stretching back over a century, this Court has rejected similar attempts by state governments to meddle with the inner workings of churches. The Religion Clauses, working together, protect religious bodies’ “independence from secular control or manipulation, in short, power to decide for themselves, free from state interference, matters of church government as well as those of faith and doctrine.” Kedroff v. Saint Nicholas Cathedral of Russian Orthodox Church in N. Am., 344 U.S. 94, 116 (1952). And once church authorities decide a question of church government, “the Constitution requires that civil courts accept their decisions as binding upon them.” Serbian E. Orthodox Diocese for U.S. of Am. & Can. v. Milivojevich, 426 U.S. 696, 725 (1976).",accept,,,,
6423633a0614,rawlp_6423633a0614bc17,24-154,24-154-petitioners,petitioner,24-154-petitioners_C001,Wisconsin's exclusion of Catholic Charities from the Section 108.02(15)(h) religious exemption constitutes impermissible entanglement of church and state.,p3,"[p3] Second, Wisconsin’s exclusion of Catholic Charities violates the Religion Clauses’ prohibition on impermissible entanglement of church and state. The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970). Nor do they allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board, 450 U.S. 707, 716 (1981), or to “second-guess” their beliefs, Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. 732, 751 (2020). Yet here, Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis. That is entanglement forbidden by the Constitution.",accept,,,,
be6247c6b2b2,rawlp_be6247c6b2b20f9f,24-154,24-154-petitioners,petitioner,24-154-petitioners_C001,Wisconsin's exclusion of Catholic Charities from the Section 108.02(15)(h) religious exemption discriminates among religions.,p4,"[p4] Third, by denying Catholic Charities the Section 108.02(15)(h) religious exemption, Wisconsin is discriminating among religions. Under the Wisconsin Supreme Court’s test, religious groups that serve only those of their own faith or that proselytize can obtain the tax exemption, as can religious groups with a simpler internal structure. But Catholic Charities cannot enjoy the tax exemption because it follows particular Catholic beliefs and has a particular Catholic polity. That cannot be squared with the rule against denominational discrimination articulated in Larson v. Valente, 456 U.S. 228 (1982) and Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520, 532 (1993).",accept,,,,
af4484f38972,rawlp_af4484f38972199d,24-154,24-154-petitioners,petitioner,24-154-petitioners_C001,A single violation of the Religion Clauses would suffice to invalidate Wisconsin's denial of the tax exemption.,p5,[p5] Any one of Wisconsin’s three violations of the Religion Clauses would suffice to invalidate Wisconsin’s denial of the tax exemption; together the case is overwhelming.,accept,,,,
86cb2ac9ee68,rawlp_86cb2ac9ee688241,24-154,24-154-respondents,respondent,24-154-respondents_C001,Wisconsin's unemployment exemption does not excessively entangle the state with religion.,p2,"[p2] I. Wisconsin’s unemployment exemption does not excessively entangle the state with religion. To the contrary, the exemption aims to avoid entangling the state in employment disputes that turn on religious faith and doctrine. Wisconsin thus must draw lines that identify which organizations present these entangling concerns. Because a religious-motive-only test would do a poor job, Wisconsin instead searches for distinctively religious activities like worship, ritual, teaching the faith, or spreading a religious message—all of which can pose entangling unemployment questions when discharging an employee who engages in them. The ministerial exemption permissibly asks whether an employee engages in these same activities, and so Wisconsin’s analogous test does not cause excessive entanglement.",accept,,,,
1ee9131b06c6,rawlp_1ee9131b06c64dbf,24-154,24-154-respondents,respondent,24-154-respondents_C001,Wisconsin's unemployment exemption is permissible because it asks whether an employee engages in distinctively religious activities.,p2,"[p2] I. Wisconsin’s unemployment exemption does not excessively entangle the state with religion. To the contrary, the exemption aims to avoid entangling the state in employment disputes that turn on religious faith and doctrine. Wisconsin thus must draw lines that identify which organizations present these entangling concerns. Because a religious-motive-only test would do a poor job, Wisconsin instead searches for distinctively religious activities like worship, ritual, teaching the faith, or spreading a religious message—all of which can pose entangling unemployment questions when discharging an employee who engages in them. The ministerial exemption permissibly asks whether an employee engages in these same activities, and so Wisconsin’s analogous test does not cause excessive entanglement.",accept,,,,
89e0d6599ef9,rawlp_89e0d6599ef95288,24-154,24-154-respondents,respondent,24-154-respondents_C001,Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid.,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",accept,,,,
1b8a84be6d17,rawlp_1b8a84be6d1790fb,24-154,24-154-respondents,respondent,24-154-respondents_C001,The Establishment Clause allows Wisconsin to tailor the unemployment exemption to the religious organizations whose employment decisions might present entangling religious questions.,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",accept,,,,
b97552872d0e,rawlp_b97552872d0e4496,24-154,24-154-respondents,respondent,24-154-respondents_C001,"Even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions.",p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",accept,,,,
4247e22016a1,rawlp_4247e22016a162e6,24-154,24-154-respondents,respondent,24-154-respondents_C001,Wisconsin's substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",accept,,,,
7aac167c4662,rawlp_7aac167c4662eb19,24-154,24-154-respondents,respondent,24-154-respondents_C001,Denying Petitioners the exemption does not violate the narrow church autonomy principles embodied in the Court's precedents.,p4,"[p4] III. Denying Petitioners the exemption does not violate the narrow church autonomy principles embodied in the Court’s precedents. The Court has rejected only state compulsion that operates on certain matters of faith and mission: selecting church leaders and ministers and resolving ecclesiastical disputes over church property. What Petitioners face—at most, minor and incidental economic incentives on their corporate affiliation choices—lies far afield from that kind of compulsion.",accept,,,,
2aa101824607,rawlp_2aa1018246076599,24-154,24-154-respondents,respondent,24-154-respondents_C001,Petitioners' situation lies far afield from the kind of state compulsion that the Court has rejected.,p4,"[p4] III. Denying Petitioners the exemption does not violate the narrow church autonomy principles embodied in the Court’s precedents. The Court has rejected only state compulsion that operates on certain matters of faith and mission: selecting church leaders and ministers and resolving ecclesiastical disputes over church property. What Petitioners face—at most, minor and incidental economic incentives on their corporate affiliation choices—lies far afield from that kind of compulsion.",accept,,,,
0375f0901833,rawlp_0375f0901833c257,24-154,24-154-respondents,respondent,24-154-respondents_C001,The Wisconsin court's interpretation of the state statute is not properly before this Court.,p5,"[p5] IV. Contrary to the United States’ position, the Wisconsin court’s interpretation of the state statute is not properly before this Court. But that court properly interpreted the exemption. Its reading was consistent with the statute’s plain language, context, and purpose, FUTA’s legislative history, cases interpreting similar language in Section 501(c)(3), and state cases applying similar statutes.",accept,,,,
79d3c7b7139e,rawlp_79d3c7b7139ef190,24-154,24-154-respondents,respondent,24-154-respondents_C001,"The Wisconsin court properly interpreted the exemption as consistent with the statute's plain language, context, and purpose.",p5,"[p5] IV. Contrary to the United States’ position, the Wisconsin court’s interpretation of the state statute is not properly before this Court. But that court properly interpreted the exemption. Its reading was consistent with the statute’s plain language, context, and purpose, FUTA’s legislative history, cases interpreting similar language in Section 501(c)(3), and state cases applying similar statutes.",accept,,,,
036218c30ee8,rawlp_036218c30ee816ac,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children.,p1,"[p1] The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children. For Petitioners, that right has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family. By compelling instruction designed to indoctrinate Petitioners’ children against their religious beliefs—all without notice or opportunity to opt out—the Board has put Petitioners to an impossible choice. They must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties. That obvious burden on Petitioners’ free exercise is constitutionally impermissible for at least two reasons.",accept,,,,
5651ba323bc9,rawlp_5651ba323bc956d1,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,Compelling instruction designed to indoctrinate children against their parents' religious beliefs without notice or opportunity to opt out puts parents to an impossible choice.,p1,"[p1] The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children. For Petitioners, that right has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family. By compelling instruction designed to indoctrinate Petitioners’ children against their religious beliefs—all without notice or opportunity to opt out—the Board has put Petitioners to an impossible choice. They must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties. That obvious burden on Petitioners’ free exercise is constitutionally impermissible for at least two reasons.",accept,,,,
491437b0751c,rawlp_491437b0751c9a58,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,The Free Exercise Clause prohibits government schools from substantially interfering with the right of parents to direct the religious upbringing of their children.,p2,"[p2] First, the Free Exercise Clause prohibits government schools from “substantially interfering with the right of parents to direct the religious upbringing of their children.” Wisconsin v. Yoder, 406 U.S. 205, 218, 232 (1972). Children in elementary school are at the most formative stage of their lives and are highly impressionable and vulnerable to peer pressure—espe-cially on such potent and religiously laden topics as gender and sexuality. In Yoder, the Court held that subjecting high schoolers to an educational environment that incidentally conflicted with their religious beliefs justified parents withdrawing them from public school entirely. Petitioners’ much narrower request to opt their children out from discrete instruction that deliberately seeks to confound their religious values compels the same result. The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with Petitioners’ free exercise right.",accept,,,,
0bed1acf1871,rawlp_0bed1acf1871119f,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,Subjecting children to instruction that deliberately seeks to confound their religious values substantially interferes with parents' free exercise right.,p2,"[p2] First, the Free Exercise Clause prohibits government schools from “substantially interfering with the right of parents to direct the religious upbringing of their children.” Wisconsin v. Yoder, 406 U.S. 205, 218, 232 (1972). Children in elementary school are at the most formative stage of their lives and are highly impressionable and vulnerable to peer pressure—espe-cially on such potent and religiously laden topics as gender and sexuality. In Yoder, the Court held that subjecting high schoolers to an educational environment that incidentally conflicted with their religious beliefs justified parents withdrawing them from public school entirely. Petitioners’ much narrower request to opt their children out from discrete instruction that deliberately seeks to confound their religious values compels the same result. The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with Petitioners’ free exercise right.",accept,,,,
63689ac3b5f6,rawlp_63689ac3b5f6fc39,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with parents' free exercise right.,p2,"[p2] First, the Free Exercise Clause prohibits government schools from “substantially interfering with the right of parents to direct the religious upbringing of their children.” Wisconsin v. Yoder, 406 U.S. 205, 218, 232 (1972). Children in elementary school are at the most formative stage of their lives and are highly impressionable and vulnerable to peer pressure—espe-cially on such potent and religiously laden topics as gender and sexuality. In Yoder, the Court held that subjecting high schoolers to an educational environment that incidentally conflicted with their religious beliefs justified parents withdrawing them from public school entirely. Petitioners’ much narrower request to opt their children out from discrete instruction that deliberately seeks to confound their religious values compels the same result. The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with Petitioners’ free exercise right.",accept,,,,
e80552f28460,rawlp_e80552f284606c05,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,The Board's ban on notice and opt-outs fails the Free Exercise Clause's minimum requirement of general applicability and neutrality.,p3,"[p3] Second, the Board’s ban on notice and opt-outs fails the Free Exercise Clause’s minimum requirement of general applicability and neutrality under Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520 (1993). Suspending notice and opt-outs created topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class. The policy also lacks general applicability because the Board has total discretion over when the policy applies. The original Guidelines allowed opt-outs unless requests became “too frequent” or “too burdensome.” And when the Board first cancelled opt-outs, the cancellation applied solely to the storybook instruction. Even then the Board said it would honor any opt-outs already granted through the end of the school year. This maneuvering alone demonstrates the Board’s retained discretion over when it can infringe Petitioners’ religious direction over their children.",accept,,,,
0ab5cd99640a,rawlp_0ab5cd99640a3ebd,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,"Suspending notice and opt-outs creates topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class.",p3,"[p3] Second, the Board’s ban on notice and opt-outs fails the Free Exercise Clause’s minimum requirement of general applicability and neutrality under Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520 (1993). Suspending notice and opt-outs created topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class. The policy also lacks general applicability because the Board has total discretion over when the policy applies. The original Guidelines allowed opt-outs unless requests became “too frequent” or “too burdensome.” And when the Board first cancelled opt-outs, the cancellation applied solely to the storybook instruction. Even then the Board said it would honor any opt-outs already granted through the end of the school year. This maneuvering alone demonstrates the Board’s retained discretion over when it can infringe Petitioners’ religious direction over their children.",accept,,,,
2892bc5f1844,rawlp_2892bc5f1844e300,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,"The Board has total discretion over when the policy applies, rendering it lacking in general applicability.",p3,"[p3] Second, the Board’s ban on notice and opt-outs fails the Free Exercise Clause’s minimum requirement of general applicability and neutrality under Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520 (1993). Suspending notice and opt-outs created topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class. The policy also lacks general applicability because the Board has total discretion over when the policy applies. The original Guidelines allowed opt-outs unless requests became “too frequent” or “too burdensome.” And when the Board first cancelled opt-outs, the cancellation applied solely to the storybook instruction. Even then the Board said it would honor any opt-outs already granted through the end of the school year. This maneuvering alone demonstrates the Board’s retained discretion over when it can infringe Petitioners’ religious direction over their children.",accept,,,,
c1c03286ba8b,rawlp_c1c03286ba8bc328,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,"The Board's decision to level down was a targeted response to parents' religious objections, demonstrating non-neutrality.",p4,"[p4] The Board’s more recent amendment to the Guidelines, which bans all “curricular” opt-outs, doesn’t solve the problem. The surviving opt-outs for “noncurricular” activities undermine the Board’s asserted interests in the same way. Moreover, the Board’s decision to level-down was a targeted response to parents’ religious objections. Any doubt was removed by Board members’ explicit religious hostility—which has never been disavowed—in accusing objecting parents of aligning with “white supremacists” and “xenophobes” and criticizing their children for “parroting” their parents’ “dogma.” The non-neutrality compounds the lack of general applicability.",accept,,,,
70b58ac1e319,rawlp_70b58ac1e3195bb1,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,The non-neutrality compounds the lack of general applicability.,p4,"[p4] The Board’s more recent amendment to the Guidelines, which bans all “curricular” opt-outs, doesn’t solve the problem. The surviving opt-outs for “noncurricular” activities undermine the Board’s asserted interests in the same way. Moreover, the Board’s decision to level-down was a targeted response to parents’ religious objections. Any doubt was removed by Board members’ explicit religious hostility—which has never been disavowed—in accusing objecting parents of aligning with “white supremacists” and “xenophobes” and criticizing their children for “parroting” their parents’ “dogma.” The non-neutrality compounds the lack of general applicability.",accept,,,,
6d4198b1e231,rawlp_6d4198b1e231d89d,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,There is no compelling interest in withholding notice and opt-outs from parents.,p5,"[p5] None of this can survive strict scrutiny. The same national consensus on parental deference that demonstrates substantial interference also demonstrates there is no compelling interest in withholding notice and opt-outs. And the Board’s generic concerns about disruption, stigma, and compliance with unspecified civil rights laws fail the “more precise” analysis demanded by the First Amendment. Finally, in its slapdash blitz to eliminate opt-outs and exclude parents, the Board did not even bother to consider obvious less restrictive means. Strict scrutiny demands far more.",accept,,,,
eba04215ec33,rawlp_eba04215ec33bac7,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,The Board failed to consider obvious less restrictive means before eliminating opt-outs and excluding parents.,p5,"[p5] None of this can survive strict scrutiny. The same national consensus on parental deference that demonstrates substantial interference also demonstrates there is no compelling interest in withholding notice and opt-outs. And the Board’s generic concerns about disruption, stigma, and compliance with unspecified civil rights laws fail the “more precise” analysis demanded by the First Amendment. Finally, in its slapdash blitz to eliminate opt-outs and exclude parents, the Board did not even bother to consider obvious less restrictive means. Strict scrutiny demands far more.",accept,,,,
02b5467f43d5,rawlp_02b5467f43d58f98,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,Strict scrutiny demands far more than what the Board provided.,p5,"[p5] None of this can survive strict scrutiny. The same national consensus on parental deference that demonstrates substantial interference also demonstrates there is no compelling interest in withholding notice and opt-outs. And the Board’s generic concerns about disruption, stigma, and compliance with unspecified civil rights laws fail the “more precise” analysis demanded by the First Amendment. Finally, in its slapdash blitz to eliminate opt-outs and exclude parents, the Board did not even bother to consider obvious less restrictive means. Strict scrutiny demands far more.",reject,,,,picked a better one
c4c03fcf5b9a,rawlp_c4c03fcf5b9a89c1,24-297,24-297-petitioners,petitioner,24-297-petitioners_C001,Breaking the bond between parent and child to develop the state's view of the 'ideal citizen' has no root in the 'ideas * * * upon which our institutions rest'.,p6,"[p6] Breaking the bond between parent and child to develop the state’s view of the “ideal citizen[ ]” has no root in the “ideas * * * upon which our institutions rest.” Meyer v. Nebraska, 262 U.S. 390, 627-628 (1923). The Court should reverse.",accept,,,,
826bd89c85ff,rawlp_826bd89c85ffc5d4,24-297,24-297-respondents,respondent,24-297-respondents_C001,"To establish a burden on religious exercise, petitioners must show that they or their children face coercion to modify their religious convictions or practice.",p1,"[p1] I. To establish a burden on religious exercise, petitioners must show that they or their children face coercion to modify their religious convictions or practice. This requirement is rooted in the text of the Free Exercise Clause and runs through every one of this Court’s free-exercise cases. Petitioners wrongly contend that this Court “rejected” the coercion requirement, Pet.Br. 44; the cases they cite instead stand for the principle that coercion may be direct (by outright prohibiting religious belief or conduct) or indirect (by deterring or discouraging the same, such as by disqualifying individuals from public benefits based on their religious practice).",accept,,,,
e735016e9df1,rawlp_e735016e9df12ce1,24-297,24-297-respondents,respondent,24-297-respondents_C001,The coercion requirement is rooted in the text of the Free Exercise Clause and runs through every one of this Court’s free-exercise cases.,p1,"[p1] I. To establish a burden on religious exercise, petitioners must show that they or their children face coercion to modify their religious convictions or practice. This requirement is rooted in the text of the Free Exercise Clause and runs through every one of this Court’s free-exercise cases. Petitioners wrongly contend that this Court “rejected” the coercion requirement, Pet.Br. 44; the cases they cite instead stand for the principle that coercion may be direct (by outright prohibiting religious belief or conduct) or indirect (by deterring or discouraging the same, such as by disqualifying individuals from public benefits based on their religious practice).",accept,,,,
28b5982417b8,rawlp_28b5982417b84b8d,24-297,24-297-respondents,respondent,24-297-respondents_C001,Coercion may be direct (by outright prohibiting religious belief or conduct) or indirect (by deterring or discouraging the same).,p1,"[p1] I. To establish a burden on religious exercise, petitioners must show that they or their children face coercion to modify their religious convictions or practice. This requirement is rooted in the text of the Free Exercise Clause and runs through every one of this Court’s free-exercise cases. Petitioners wrongly contend that this Court “rejected” the coercion requirement, Pet.Br. 44; the cases they cite instead stand for the principle that coercion may be direct (by outright prohibiting religious belief or conduct) or indirect (by deterring or discouraging the same, such as by disqualifying individuals from public benefits based on their religious practice).",accept,,,,
d6867c5b0e14,rawlp_d6867c5b0e140dd6,24-297,24-297-respondents,respondent,24-297-respondents_C001,Students in public school (including elementary school) and the parents who send them there do not suffer constitutionally cognizable coercion by virtue of exposure to ideas that clash with their parents’ religious beliefs.,p2,"[p2] Petitioners fail to establish the requisite coercion. The “very limited record developed” so far, Pet.App.31a, evinces only public-school students’ exposure to ideas that clash with their parents’ religious beliefs—not instruction (much less indoctrination) on gender or sexuality. And this Court has made clear that students in public school (including elementary school) and the parents who send them there do not suffer constitutionally cognizable coercion by virtue of such exposure. Abandoning this longstanding principle would render public education unworkable. And upholding the principle does not call into question the sincerity of petitioners’ beliefs. Rather, it reflects a legal judgment rooted in First Amendment principles.",accept,,,,
0bf2d8883283,rawlp_0bf2d88832836f14,24-297,24-297-respondents,respondent,24-297-respondents_C001,Exposure to ideas that clash with parents’ religious beliefs does not constitute coercion.,p2,"[p2] Petitioners fail to establish the requisite coercion. The “very limited record developed” so far, Pet.App.31a, evinces only public-school students’ exposure to ideas that clash with their parents’ religious beliefs—not instruction (much less indoctrination) on gender or sexuality. And this Court has made clear that students in public school (including elementary school) and the parents who send them there do not suffer constitutionally cognizable coercion by virtue of such exposure. Abandoning this longstanding principle would render public education unworkable. And upholding the principle does not call into question the sincerity of petitioners’ beliefs. Rather, it reflects a legal judgment rooted in First Amendment principles.",accept,,,,
873b57cd7fc2,rawlp_873b57cd7fc24897,24-297,24-297-respondents,respondent,24-297-respondents_C001,Abandoning the principle that students in public school do not suffer constitutionally cognizable coercion would render public education unworkable.,p2,"[p2] Petitioners fail to establish the requisite coercion. The “very limited record developed” so far, Pet.App.31a, evinces only public-school students’ exposure to ideas that clash with their parents’ religious beliefs—not instruction (much less indoctrination) on gender or sexuality. And this Court has made clear that students in public school (including elementary school) and the parents who send them there do not suffer constitutionally cognizable coercion by virtue of such exposure. Abandoning this longstanding principle would render public education unworkable. And upholding the principle does not call into question the sincerity of petitioners’ beliefs. Rather, it reflects a legal judgment rooted in First Amendment principles.",accept,,,,impact claim but judge can question it 
